timestamp_sec,timestamp_nsec,sample_count,q_w,q_x,q_y,q_z,q_norm,dot_prev,angular_diff_rad,angular_diff_deg,roll_rad,pitch_rad,yaw_rad,yaw_deg,yaw_diff_rad,yaw_diff_deg,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,snap_detected,snap_magnitude_rad
49,758000000,25,0.9853611588478088,0.17005982995033264,0.011963024735450745,0.0,1.0000000365447261,1.0000000722475735,0.0,0.0,0.34185346205204786,0.023577984356709988,0.004070002385925127,0.23319395932168505,-1.6011528328769425e-06,-9.173929967926445e-05,0.0,0.0,0.0625,-0.01,-0.01,-0.01,0,0.0
50,120000000,26,0.9853709936141968,0.17000287771224976,0.011963030323386192,0.0,1.000000043790596,1.0000000786651837,0.0,0.0,0.3417378527764019,0.023578230744679837,0.004068641277823189,0.23311597357198297,-1.3611081019371946e-06,-7.798574970206348e-05,0.0,-0.0625,0.0,0.0,-0.01,-0.02,0,0.0
50,502000000,27,0.9853793382644653,0.16995446383953094,0.011963034979999065,0.0,1.0000000371317146,1.0000000797155442,0.0,0.0,0.34163957255398253,0.02357843963441063,0.004067484196253086,0.2330496776814637,-1.1570815701029968e-06,-6.629589051927242e-05,0.125,-0.125,-0.0625,-0.01,-0.02,0.0,0,0.0
50,887000000,28,0.9853864312171936,0.16991332173347473,0.011963038705289364,0.0,1.0000000350122618,1.0000000712724861,0.0,0.0,0.34155605582966914,0.02357861673182096,0.004066500828816235,0.23299333487762153,-9.833674368513179e-07,-5.634280384217801e-05,0.0,0.125,0.0,0.0,-0.04,-0.04,0,0.0
51,239000000,29,0.9853924512863159,0.16987834870815277,0.011963041499257088,0.0,1.000000025386888,1.0000000597694736,0.0,0.0,0.34148506000241285,0.02357876631634939,0.004065664785837034,0.23294543314342178,-8.360429792006463e-07,-4.79017341997407e-05,0.125,0.0,0.0625,0.0,-0.03,-0.03,0,0.0
51,598000000,30,0.9853975772857666,0.16984862089157104,0.011963044293224812,0.0,1.0000000268840938,1.0000000518159728,0.0,0.0,0.34142471552903736,0.023578894503407617,0.0040649542736469636,0.23290472379363814,-7.105121900708583e-07,-4.0709349783657137e-05,0.0,-0.0625,-0.125,0.0,-0.03,-0.01,0,0.0
51,953000000,31,0.9854019284248352,0.16982334852218628,0.011963047087192535,0.0,1.000000022371141,1.000000048926423,0.0,0.0,0.3413734135366181,0.0235790041459862,0.004064350391329269,0.23287012388551165,-6.038823176946623e-07,-3.45999081264825e-05,-0.3125,0.0625,0.0625,0.0,-0.02,0.0,0,0.0
52,319000000,32,0.9854056239128113,0.16980186104774475,0.011963048949837685,0.0,1.0000000150972252,1.0000000372306825,0.0,0.0,0.34132979379943656,0.023579096261107053,0.004063836774384598,0.23284069580229558,-5.13616944671294e-07,-2.9428083216069466e-05,0.0,0.125,0.0,0.0,0.0,-0.03,0,0.0
52,670000000,33,0.9854087829589844,0.1697836071252823,0.011963050812482834,0.0,1.0000000286829602,1.0000000436085932,0.0,0.0,0.3412927447498523,0.023579175537725754,0.004063400544443898,0.23281570166779625,-4.3622994069965337e-07,-2.4994134499332317e-05,-0.0625,-0.0625,-0.125,-0.01,0.0,-0.02,0,0.0
53,43000000,34,0.9854114651679993,0.1697680950164795,0.011963052675127983,0.0,1.000000038199687,1.0000000667587383,0.0,0.0,0.3412612600555684,0.023579243402339776,0.004063029932987046,0.23279446719547944,-3.7061145685170216e-07,-2.123447231679735e-05,0.125,-0.125,0.0,0.0,-0.03,-0.03,0,0.0
53,397000000,35,0.9854137301445007,0.16975490748882294,0.011963053606450558,0.0,1.0000000314127138,1.0000000695228815,0.0,0.0,0.3412344887558858,0.02357929944546103,0.004062714638141749,0.2327764021315417,-3.152948452973467e-07,-1.8065063937768177e-05,-0.0625,0.0,0.125,-0.01,0.0,-0.02,0,0.0
53,745000000,36,0.9854156374931335,0.16974368691444397,0.011963054537773132,0.0,1.0000000062685905,1.0000000376165352,0.0,0.0,0.3412117042240559,0.023579346929568173,0.0040624464174825025,0.23276103421978864,-2.682206592464001e-07,-1.5367911753035325e-05,-0.1875,0.0,-0.0625,0.0,0.0,-0.03,0,0.0
54,217000000,37,0.9854173064231873,0.1697341501712799,0.011963055469095707,0.0,1.000000032114426,1.0000000383361498,0.0,0.0,0.34119235425488986,0.023579388707666935,0.0040622184951830745,0.2327479752339745,-2.2792229942801556e-07,-1.305898581414231e-05,-1.875,-0.25,0.0625,0.0,-0.02,0.01,0,0.0
54,567000000,38,0.9854140877723694,0.16975271701812744,0.011963000521063805,0.0,1.0000000113483771,1.0000000432852585,0.0,0.0,0.34123003520775963,0.023579203353216338,0.004062644176602108,0.23277236498270223,4.256814190332567e-07,2.438974872774548e-05,1.1875,0.125,0.0,0.0,-0.01,-0.06,0,0.0
54,979000000,39,0.985414445400238,0.16975072026252747,0.011962991207838058,0.0,1.000000024695872,1.000000036042192,0.0,0.0,0.3412259862609352,0.02357919355232231,0.004062593224818411,0.23276944566053775,-5.095178369669828e-08,-2.9193221644842874e-06,-0.1875,-0.125,0.0625,0.01,-0.03,-0.01,0,0.0
55,330000000,40,0.9854162931442261,0.16974014043807983,0.01196300145238638,0.0,1.0000000497368968,1.0000000743750967,0.0,0.0,0.3412045187968803,0.02357925796960867,0.004062343504581976,0.23275513774493106,-2.4972023643463764e-07,-1.4307915606713786e-05,-0.1875,-0.125,0.125,0.0,-0.02,-0.02,0,0.0
55,689000000,41,0.9854178428649902,0.16973114013671875,0.01196300983428955,0.0,1.000000049286547,1.0000000989817428,0.0,0.0,0.3411862492974009,0.023579311582489285,0.004062130952983271,0.23274295943539647,-2.125515987053822e-07,-1.2178309534576733e-05,1.125,0.0,-0.0625,0.0,-0.03,-0.06,0,0.0
56,138000000,42,0.9854207038879395,0.16971459984779358,0.01196303591132164,0.0,1.0000000616403553,1.0000001107860217,0.0,0.0,0.3411526790392455,0.02357943146239955,0.004061743961695598,0.23272078646790445,-3.869912876732634e-07,-2.2172967492011114e-05,-0.625,0.125,-0.0625,-0.02,-0.03,0.0,0,0.0
56,522000000,43,0.985413670539856,0.16975541412830353,0.011963054537773132,0.0,1.000000058693287,1.0000001194760089,0.0,0.0,0.3412355260433798,0.023579299854943732,0.004062727079783298,0.23277711498509268,9.831180877006157e-07,5.6328517188217607e-05,0.5,0.125,-0.0625,-0.01,0.0,-0.03,0,0.0
56,928000000,44,0.9854220151901245,0.1697070300579071,0.01196302194148302,0.0,1.0000000689832045,1.0000001264711693,0.0,0.0,0.3411373156198122,0.02357943530540505,0.004061558051937784,0.23271013462341142,-1.1690278455146058e-06,-6.698036168125852e-05,-0.3125,0.0,0.0,0.0,-0.01,-0.03,0,0.0
57,297000000,45,0.9854321479797363,0.16964811086654663,0.011963031254708767,0.0,1.0000000569546714,1.0000001241508076,0.0,0.0,0.3410177146541815,0.023579696170594692,0.004060151131026138,0.23262952399306544,-1.4069209116453554e-06,-8.061063034597706e-05,-0.25,-0.0625,0.0,0.0,-0.01,-0.01,0,0.0
57,652000000,46,0.9854392409324646,0.16960692405700684,0.011963020078837872,0.0,1.000000060053517,1.0000001161348604,0.0,0.0,0.34093411317282685,0.023579843891806587,0.004059161632746447,0.23257282991780365,-9.89498279691664e-07,-5.6694075261787846e-05,0.3125,0.0625,0.125,-0.01,0.0,-0.03,0,0.0
58,5000000,47,0.9854468107223511,0.16956302523612976,0.011963029392063618,0.0,1.0000000751811557,1.0000001342424734,0.0,0.0,0.3408450115730574,0.023580043417747627,0.004058114185402198,0.232512815605716,-1.0474473442489973e-06,-6.0014312087654187e-05,-0.25,-0.125,-0.0625,-0.01,-0.01,-0.04,0,0.0
58,365000000,48,0.9854501485824585,0.16954348981380463,0.011963000521063805,0.0,1.0000000518304486,1.0000001268152212,0.0,0.0,0.3408053505138415,0.02358006638410723,0.004057636855585834,0.23248546662180258,-4.773298163639195e-07,-2.7348983913407203e-05,-0.0625,-0.0625,0.0625,0.0,0.0,-0.04,0,0.0
58,721000000,49,0.9854530096054077,0.16952688992023468,0.011962976306676865,0.0,1.000000056674247,1.0000001083628274,0.0,0.0,0.34077165732043846,0.023580087118428402,0.004057231362445113,0.23246223357621776,-4.054931407211637e-07,-2.323304558482706e-05,0.3125,0.25,0.125,-0.01,-0.01,-0.04,0,0.0
59,81000000,50,0.9854618310928345,0.16947567462921143,0.011962921358644962,0.0,1.0000000681596486,1.0000001234834857,0.0,0.0,0.34066770417398995,0.023580189911118512,0.004055987016752558,0.2323909378197791,-1.2443456925545146e-06,-7.12957564386572e-05,0.4375,0.0625,-0.125,0.0,0.0,-0.04,0,0.0
59,441000000,51,0.9854674935340881,0.1694425642490387,0.011962964199483395,0.0,1.0000000379520422,1.0000001055475125,0.0,0.0,0.34060048832602235,0.02358040988745863,0.004055209139585126,0.23234636874110567,-7.778771674319881e-07,-4.456907867344422e-05,0.1875,0.125,-0.125,0.0,0.0,0.0,0,0.0
59,817000000,52,0.9854771494865417,0.16938622295856476,0.011962948366999626,0.0,1.00000000841096,1.0000000447292134,0.0,0.0,0.3404861193945821,0.02358060976555129,0.004053855389994286,0.23226880460303298,-1.3537495908398645e-06,-7.756413807268628e-05,0.5,0.0625,0.0625,0.0,0.0,-0.04,0,0.0
60,171000000,53,0.9854902625083923,0.16931013762950897,0.011962883174419403,0.0,1.000000045388413,1.0000000508189075,0.0,0.0,0.34033169759424686,0.02358079506456729,0.00405201239485352,0.23216320875980398,-1.8429951407659614e-06,-0.00010559584322900864,-0.5,0.0,0.0,-0.02,0.0,-0.01,0,0.0
